id,CODCIE10,DescripcionCIE10,Grupo
298,A543,INFECCION GONOCOCICA DEL OJO,Infecciosas y Parasitarias
299,A544†,INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR,Infecciosas y Parasitarias
300,A545,FARINGITIS GONOCOCICA,Infecciosas y Parasitarias
301,A546,INFECCION GONOCOCICA DEL ANO Y DEL RECTO,Infecciosas y Parasitarias
302,A548,OTRAS INFECCIONES GONOCOCICAS,Infecciosas y Parasitarias
303,A549,"INFECCION, GONOCOCICA, NO ESPECIFICADA",Infecciosas y Parasitarias
304,A55,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,Infecciosas y Parasitarias
305,A55,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,Infecciosas y Parasitarias
306,A56,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS,Infecciosas y Parasitarias
307,A560,INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS,Infecciosas y Parasitarias
308,A561†,INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,Infecciosas y Parasitarias
309,A562,"INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
310,A563,INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS,Infecciosas y Parasitarias
311,A564,INFECCION DE FARINGE DEBIDA A CLAMIDIAS,Infecciosas y Parasitarias
312,A568,INFECCION DE TRANSMISIÓN SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS,Infecciosas y Parasitarias
313,A57,CHANCRO BLANDO,Infecciosas y Parasitarias
314,A57,CHANCRO BLANDO,Infecciosas y Parasitarias
315,A58,GRANULOMA INGUINAL,Infecciosas y Parasitarias
316,A58,GRANULOMA INGUINAL,Infecciosas y Parasitarias
317,A59,TRICOMONIASIS,Infecciosas y Parasitarias
318,A590,TRICOMONIASIS UROGENITAL,Infecciosas y Parasitarias
319,A598,TRICOMONIASIS DE OTROS SITIOS,Infecciosas y Parasitarias
320,A599,"TRICOMONIASIS, NO ESPECIFICADA",Infecciosas y Parasitarias
321,A60,INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [ HERPES SIMPLE ],Infecciosas y Parasitarias
322,A600,INFECCION DE GENITALES Y TRAYECTO UROGENITAL Y DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],Infecciosas y Parasitarias
323,A601,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,Infecciosas y Parasitarias
324,A609,"INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
325,A63,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRASA PARTE",Infecciosas y Parasitarias
326,A630,VERRUGAS (VENEREAS) ANOGENITALES,Infecciosas y Parasitarias
327,A638,"OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS",Infecciosas y Parasitarias
328,A64,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA,Infecciosas y Parasitarias
329,A64,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA,Infecciosas y Parasitarias
330,A65,SIFILIS NO VENEREA,Infecciosas y Parasitarias
331,A65,SIFILIS NO VENEREA,Infecciosas y Parasitarias
332,A66,FRAMBESIA,Infecciosas y Parasitarias
333,A660,LESIONES INICIALES DE FRAMBESIA,Infecciosas y Parasitarias
334,A661,LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO,Infecciosas y Parasitarias
335,A662,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA,Infecciosas y Parasitarias
336,A663,HIPERQUERATOSIS DE FRAMBESIA,Infecciosas y Parasitarias
337,A664,GOMA Y ULCERAS DE FRAMBESIA,Infecciosas y Parasitarias
338,A665,GANGOSA,Infecciosas y Parasitarias
339,A666,LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES,Infecciosas y Parasitarias
340,A667,OTRAS MANIFESTACIONES DE FRAMBESIA,Infecciosas y Parasitarias
341,A668,FRAMBESIA LATENTE,Infecciosas y Parasitarias
342,A669,"FRAMBESIA , NO ESPECIFICADA",Infecciosas y Parasitarias
343,A67,PINTA [ CARATE ],Infecciosas y Parasitarias
344,A670,LESIONES PRIMARIAS DE LA PINTA,Infecciosas y Parasitarias
345,A671,LESIONES INTERMEDIAS DE LA PINTA,Infecciosas y Parasitarias
346,A672,LESIONES TARDIAS DE LA PINTA,Infecciosas y Parasitarias
347,A673,LESIONES MIXTAS DE LA PINTA,Infecciosas y Parasitarias
348,A679,"PINTA, NO ESPECIFICADA",Infecciosas y Parasitarias
349,A68,FIEBRES RECURRENTES,Infecciosas y Parasitarias
350,A680,FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS,Infecciosas y Parasitarias
351,A681,FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS,Infecciosas y Parasitarias
352,A689,"FIEBRE RECURRENTE, NO ESPECIFICADA",Infecciosas y Parasitarias
353,A69,OTRAS INFECCIONES CAUS POR ESPIROQUETAS,Infecciosas y Parasitarias
354,A690,ESTOMATITIS ULCERATIVA NECROTIZANTE,Infecciosas y Parasitarias
355,A691,OTRAS INFECCIONES DE VICENT,Infecciosas y Parasitarias
356,A692,ENFERMEDAD DE LYME,Infecciosas y Parasitarias
357,A698,OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS,Infecciosas y Parasitarias
358,A699,"INFECCION POR ESPIROQUETA, NO ESPECIFICADA",Infecciosas y Parasitarias
359,A70,INFECCION DEBIDA A CHLAMYDIA PSITTACI,Infecciosas y Parasitarias
360,A70,INFECCION DEBIDA A CLAMYDIA PSITTACI,Infecciosas y Parasitarias
361,A71,TRACOMA,Infecciosas y Parasitarias
362,A710,ESTADO INICIAL DE TRACOMA,Infecciosas y Parasitarias
363,A711,ESTADO ACTIVO DE TRACOMA,Infecciosas y Parasitarias
364,A719,"TRACOMA, NO ESPECIFICADO",Infecciosas y Parasitarias
365,A74,OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS,Infecciosas y Parasitarias
366,A740†,CONJUNTIVITIS POR CLAMIDIAS (H13.1*),Infecciosas y Parasitarias
367,A748,OTRAS ENFERMEDADES POR CLAMIDIAS,Infecciosas y Parasitarias
368,A749,"INFECCION POR CLAMIDIAS, NO ESPECIFICADA",Infecciosas y Parasitarias
369,A75,TIFUS,Infecciosas y Parasitarias
370,A750,TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS,Infecciosas y Parasitarias
371,A751,TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL],Infecciosas y Parasitarias
372,A752,TIFUS DEBIDO A RICKETTSIA TYPHI,Infecciosas y Parasitarias
373,A753,TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI,Infecciosas y Parasitarias
374,A759,"TIFUS, NO ESPECIFICADO",Infecciosas y Parasitarias
375,A77,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS],Infecciosas y Parasitarias
376,A770,FIEBRE MACULOSA DEBIDO A RICKETTSIA RICKETTSII,Infecciosas y Parasitarias
377,A771,FIEBRE MACULOSA DEBIDO A RICKETTSIA CONORII,Infecciosas y Parasitarias
378,A772,FIEBRE MACULOSA DEBIDO A RICKETTSIA SIBERICA,Infecciosas y Parasitarias
379,A773,FIEBRE MACULOSA DEBIDO A RICKETTSIA AUSTRALIS,Infecciosas y Parasitarias
380,A778,OTRAS FIEBRES MACULOSAS,Infecciosas y Parasitarias
381,A779,"FIEBRE MACULOSA, NO ESPECIFICADA",Infecciosas y Parasitarias
382,A78,FIEBRE Q,Infecciosas y Parasitarias
383,A78,FIEBRE Q,Infecciosas y Parasitarias
384,A79,OTRAS RICKETTSIOSIS,Infecciosas y Parasitarias
385,A790,FIEBRE DE LAS TRINCHERAS,Infecciosas y Parasitarias
386,A791,RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI,Infecciosas y Parasitarias
387,A798,OTRAS RICKETTSIOSIS ESPECIFICADAS,Infecciosas y Parasitarias
388,A799,"RICKETTSIOSIS, NO ESPECIFICADA",Infecciosas y Parasitarias
389,A80,POLIOMIELITIS AGUDA,Infecciosas y Parasitarias
390,A800,"POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA",Infecciosas y Parasitarias
391,A801,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO,Infecciosas y Parasitarias
392,A802,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO,Infecciosas y Parasitarias
393,A803,"OTRAS POLIOMIELITIS AGUDAS PARALITICAS, Y NO LAS ESPECIFICADAS",Infecciosas y Parasitarias
394,A804,POLIOMIELITIS AGUDA NO PARALITICA,Infecciosas y Parasitarias
395,A809,"POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACIÓN",Infecciosas y Parasitarias
396,A81,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO,Infecciosas y Parasitarias
397,A810,ENFERMEDAD DE CREUTZFELDT-JAKOB,Infecciosas y Parasitarias
398,A811,PANENCEFALITIS ESCLEROSANTE SUBAGUDA,Infecciosas y Parasitarias
399,A812,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA,Infecciosas y Parasitarias
400,A818,OTRAS INFECCIONES DEL SISTEMA NERVIOSO POR VIRUS ATIPICO,Infecciosas y Parasitarias
401,A819,"INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
402,A82,RABIA,Infecciosas y Parasitarias
403,A820,RABIA SELVATICA,Infecciosas y Parasitarias
404,A821,RABIA URBANA,Infecciosas y Parasitarias
405,A829,"RABIA, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
406,A83,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS,Infecciosas y Parasitarias
407,A830,ENCEFALITIS JAPONESA,Infecciosas y Parasitarias
408,A831,ENCEFALITIS EQUINA DEL OESTE,Infecciosas y Parasitarias
409,A832,ENCEFALITIS EQUINA DEL ESTE,Infecciosas y Parasitarias
410,A833,ENCEFALITIS DE SAN LUIS,Infecciosas y Parasitarias
411,A834,ENCEFALITIS AUSTRALIANA,Infecciosas y Parasitarias
412,A835,ENCEFALITIS DE CALIFORNIA,Infecciosas y Parasitarias
413,A836,ENFERMEDAD POR VIRUS ROCIO,Infecciosas y Parasitarias
414,A838,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS,Infecciosas y Parasitarias
415,A839,"ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
416,A84,ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS,Infecciosas y Parasitarias
417,A840,ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA],Infecciosas y Parasitarias
418,A841,ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS,Infecciosas y Parasitarias
419,A848,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS,Infecciosas y Parasitarias
420,A849,"ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
421,A85,"OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE",Infecciosas y Parasitarias
422,A850†,ENCEFALITIS ENTEROVIRAL (G05.1*),Infecciosas y Parasitarias
423,A851†,ENCEFALITIS POR ADENOVIRUS (G05.1*),Infecciosas y Parasitarias
424,A852,"ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACIÓN",Infecciosas y Parasitarias
425,A858,OTRAS ENCEFALITIS VIRALES ESPECIFICADAS,Infecciosas y Parasitarias
426,A86,"ENCEFALITIS VIRAL, NO ESPECIFICADA",Infecciosas y Parasitarias
427,A86,"ENCEFALITIS VIRAL, NO ESPECIFICADA",Infecciosas y Parasitarias
428,A87,MENINGITIS VIRAL,Infecciosas y Parasitarias
429,A870†,MENINGITIS ENTEROVIRAL (G02.0*),Infecciosas y Parasitarias
430,A871†,MENINGITIS DEBIDA A ADENOVIRUS (G02.0*),Infecciosas y Parasitarias
431,A872,CORIOMENINGITIS LINFOCITICA,Infecciosas y Parasitarias
432,A878,OTRAS MENINGITIS VIRALES,Infecciosas y Parasitarias
433,A879,"MENINGITIS VIRAL, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
434,A88,OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADAS EN OTRA PARTE,Infecciosas y Parasitarias
435,A880,FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON],Infecciosas y Parasitarias
436,A881,VERTIGO EPIDEMICO,Infecciosas y Parasitarias
437,A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,Infecciosas y Parasitarias
438,A89,"INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",Infecciosas y Parasitarias
439,A89,"INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",Infecciosas y Parasitarias
440,A90,FIEBRE DEL DENGUE [DENGUE CLASICO],Infecciosas y Parasitarias
441,A90,FIEBRE DEL DENGUE [ DENGUE CLASICO ],Infecciosas y Parasitarias
442,A91,FIEBRE DEL DENGUE HEMORRAGICO,Infecciosas y Parasitarias
443,A91,FIEBRE DEL DENGUE HEMORRAGICO,Infecciosas y Parasitarias
444,A92,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS,Infecciosas y Parasitarias
445,A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA,Infecciosas y Parasitarias
446,A921,FIEBRE DE O´NYONG-NYONG,Infecciosas y Parasitarias
447,A922,FIEBRE EQUINA VENEZOLANA,Infecciosas y Parasitarias
448,A923,FIEBRE DEL OESTE DEL NILO,Infecciosas y Parasitarias
449,A924,FIEBRE DEL VALLE DEL RIFT,Infecciosas y Parasitarias
450,A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS,Infecciosas y Parasitarias
451,A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
452,A93,"OTRAS FIEBR VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRASA PARTE",Infecciosas y Parasitarias
453,A930,ENFERMEDAD POR VIRUS DE OROPOUCHE,Infecciosas y Parasitarias
454,A931,FIEBRE TRANSMITIDA POR FLEBOTOMOS,Infecciosas y Parasitarias
455,A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS,Infecciosas y Parasitarias
456,A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS,Infecciosas y Parasitarias
457,A94,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA",Infecciosas y Parasitarias
458,A94,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA",Infecciosas y Parasitarias
459,A95,FIEBRE AMARILLA,Infecciosas y Parasitarias
460,A950,FIEBRE AMARILLA SELVATICA,Infecciosas y Parasitarias
461,A951,FIEBRE AMARILLA URBANA,Infecciosas y Parasitarias
462,A959,"FIEBRE AMARILLA, NO ESPECIFICADA",Infecciosas y Parasitarias
463,A96,FIEBRE HEMORRAGICA POR ARENAVIRUS,Infecciosas y Parasitarias
464,A960,FIEBRE HEMORRAGICA DE JUNIN,Infecciosas y Parasitarias
465,A961,FIEBRE HEMORRAGICA DE MACHUPO,Infecciosas y Parasitarias
466,A962,FIEBRE DE LASSA,Infecciosas y Parasitarias
467,A968,OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS,Infecciosas y Parasitarias
468,A969,"FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
469,A98,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE",Infecciosas y Parasitarias
470,A980,FIEBRE HEMORRAGICA DE CRIMEA-CONGO,Infecciosas y Parasitarias
471,A981,FIEBRE HEMORRAGICA DE OMSK,Infecciosas y Parasitarias
472,A982,ENFERMEDAD DE LA SELVA DE KYASANUR,Infecciosas y Parasitarias
473,A983,ENFERMEDAD POR EL VIRUS DE MARBURG,Infecciosas y Parasitarias
474,A984,ENFERMEDAD POR EL VIRUS DE EBOLA,Infecciosas y Parasitarias
475,A985,FIEBRES HEMORRAGICAS CON SINDROME RENAL,Infecciosas y Parasitarias
476,A988,OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS,Infecciosas y Parasitarias
477,A99,"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA",Infecciosas y Parasitarias
478,A99,"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA",Infecciosas y Parasitarias
479,B00,INFECCIONES HERPETICAS [ HERPES SIMPLE ],Infecciosas y Parasitarias
480,B000,ECZEMA HERPETICO,Infecciosas y Parasitarias
481,B001,DERMATITIS VESICULAR HERPETICA,Infecciosas y Parasitarias
482,B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA,Infecciosas y Parasitarias
483,B003†,MENINGITIS HERPETICA (G02.0*),Infecciosas y Parasitarias
484,B004†,ENCEFALITIS HERPETICA (G05.1*),Infecciosas y Parasitarias
485,B005,OCULOPATIA HERPETICA,Infecciosas y Parasitarias
486,B007,ENFERMEDAD HERPETICA DISEMINADA,Infecciosas y Parasitarias
487,B008,OTRAS FORMAS DE INFECCIONES HERPETICAS,Infecciosas y Parasitarias
488,B009,"INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA",Infecciosas y Parasitarias
489,B01,VARICELA,Infecciosas y Parasitarias
490,B010†,MENINGITIS DEBIDA A LA VARICELA (G02.0*),Infecciosas y Parasitarias
491,B011†,ENCEFALITIS DEBIDA A LA VARICELA (G05.1*),Infecciosas y Parasitarias
492,B012†,NEUMONIA DEBIDA A LA VARICELA (J17.1*),Infecciosas y Parasitarias
493,B018,VARICELA CON OTRAS COMPLICACIONES,Infecciosas y Parasitarias
494,B019,VARICELA SIN COMPLICACIONES,Infecciosas y Parasitarias
495,B02,HERPES ZOSTER,Infecciosas y Parasitarias
496,B020†,ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*),Infecciosas y Parasitarias
497,B021†,MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*),Infecciosas y Parasitarias
498,B022†,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,Infecciosas y Parasitarias
499,B023,HERPES ZOSTER OCULAR,Infecciosas y Parasitarias
500,B027,HERPES ZOSTER DISEMINADO,Infecciosas y Parasitarias
501,B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,Infecciosas y Parasitarias
502,B029,HERPES ZOSTER SIN COMPLICACIONES,Infecciosas y Parasitarias
503,B03,VIRUELA,Infecciosas y Parasitarias
504,B03,VIRUELA,Infecciosas y Parasitarias
505,B04,VIRUELA DE LOS MONOS,Infecciosas y Parasitarias
506,B04,VIRUELA DE LOS MONOS,Infecciosas y Parasitarias
507,B05,SARAMPION,Infecciosas y Parasitarias
508,B050†,SARAMPION COMPLICADO CON ENCEFALITIS (G05.1*),Infecciosas y Parasitarias
509,B051†,SARAMPION COMPLICADO CON MENINGITIS (G02.0*),Infecciosas y Parasitarias
510,B052†,SARAMPION COMPLICADO CON NEUMONIA (J17.1*),Infecciosas y Parasitarias
511,B053†,SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1*),Infecciosas y Parasitarias
512,B054,SARAMPION CON COMPLICACIONES INTESTINALES,Infecciosas y Parasitarias
513,B058,SARAMPION CON OTRAS COMPLICACIONES,Infecciosas y Parasitarias
514,B059,SARAMPION SIN COMPLICACIONES,Infecciosas y Parasitarias
515,B06,RUBEOLA [ SARAMPION ALEMAN ],Infecciosas y Parasitarias
516,B060†,RUBEOLA CON COMPLICACIONES NEUROLOGICAS,Infecciosas y Parasitarias
517,B068,RUBEOLA CON OTRAS COMPLICACIONES,Infecciosas y Parasitarias
518,B069,RUBEOLA SIN COMPLICACIONES,Infecciosas y Parasitarias
519,B07,VERRUGAS VIRICAS,Infecciosas y Parasitarias
520,B07,VERRUGAS VIRICAS,Infecciosas y Parasitarias
521,B08,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE",Infecciosas y Parasitarias
522,B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,Infecciosas y Parasitarias
523,B081,MOLUSCO CONTAGIOSO,Infecciosas y Parasitarias
524,B082,EXANTEMA SUBITO [SEXTA ENFERMEDAD],Infecciosas y Parasitarias
525,B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD],Infecciosas y Parasitarias
526,B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,Infecciosas y Parasitarias
527,B085,FARINGITIS VESICULAR ENTEROVIRICA,Infecciosas y Parasitarias
528,B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",Infecciosas y Parasitarias
529,B09,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",Infecciosas y Parasitarias
530,B09,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",Infecciosas y Parasitarias
531,B15,HEPATITIS AGUDA TIPO A,Infecciosas y Parasitarias
532,B150,"HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO",Infecciosas y Parasitarias
533,B159,"HEPATITIS AGUDA TIPO A, CON COMA HEPATICO",Infecciosas y Parasitarias
534,B16,HEPATITIS AGUDA TIPO B,Infecciosas y Parasitarias
535,B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO",Infecciosas y Parasitarias
536,B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO",Infecciosas y Parasitarias
537,B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO",Infecciosas y Parasitarias
538,B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO",Infecciosas y Parasitarias
539,B17,OTRAS HEPATITIS VIRALES AGUDAS,Infecciosas y Parasitarias
540,B170,INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B,Infecciosas y Parasitarias
541,B171,HEPATITIS AGUDA TIPO C,Infecciosas y Parasitarias
542,B172,HEPATITIS AGUDA TIPO E,Infecciosas y Parasitarias
543,B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,Infecciosas y Parasitarias
544,B18,HEPATITIS VIRAL CRONICA,Infecciosas y Parasitarias
545,B180,"HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA",Infecciosas y Parasitarias
546,B181,"HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA",Infecciosas y Parasitarias
547,B182,HEPATITIS VIRAL TIPO C CRONICA,Infecciosas y Parasitarias
548,B188,OTRAS HEPATITIS VIRALES CRONICAS,Infecciosas y Parasitarias
549,B189,"HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION",Infecciosas y Parasitarias
550,B19,HEPATITIS VIRAL SIN OTRA ESPECIFICACION,Infecciosas y Parasitarias
551,B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA,Infecciosas y Parasitarias
552,B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA,Infecciosas y Parasitarias
553,B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",Infecciosas y Parasitarias
554,B200,"ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS",Infecciosas y Parasitarias
555,B201,"ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",Infecciosas y Parasitarias
556,B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",Infecciosas y Parasitarias
557,B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES",Infecciosas y Parasitarias
558,B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",Infecciosas y Parasitarias
559,B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS",Infecciosas y Parasitarias
560,B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII",Infecciosas y Parasitarias
561,B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES",Infecciosas y Parasitarias
562,B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",Infecciosas y Parasitarias
563,B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA",Infecciosas y Parasitarias
564,B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN TUMORES MALIGNOS",Infecciosas y Parasitarias
565,B210,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",Infecciosas y Parasitarias
566,B211,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT",Infecciosas y Parasitarias
567,B212,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN",Infecciosas y Parasitarias
568,B213,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS",Infecciosas y Parasitarias
569,B217,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES",Infecciosas y Parasitarias
570,B218,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS",Infecciosas y Parasitarias
571,B219,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",Infecciosas y Parasitarias
572,B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",Infecciosas y Parasitarias
573,B220,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA",Infecciosas y Parasitarias
574,B221,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL",Infecciosas y Parasitarias
